node,x_m,y_m,w_m,thx_rad,thy_rad,qsoil_Pa,area_m2,spring_active,column_load_N
21,10.0,1.0,0.001288318732226638,-0.00036767845736778386,0.0002525281363755441,51532.74928906552,0.5,1,0.0
22,0.0,2.0,0.001485881808590435,0.0005037620562958006,0.00018098494416920118,59435.2723436174,0.5,1,0.0
23,1.0,2.0,0.0019912696792328648,0.000505854866481155,0.0003003162187535968,79650.78716931459,1.0,1,0.0
24,2.0,2.0,0.002488343748070591,0.0004758171891897844,0.00047581718918979595,99533.74992282366,1.0,1,0.0
25,3.0,2.0,0.0029223436010817985,0.0003763238152560235,0.0006698577077236744,116893.74404327194,1.0,1,0.0
26,4.0,2.0,0.0032169176510812446,0.0002071323860886918,0.0008248006203684243,128676.70604324978,1.0,1,0.0
27,5.0,2.0,0.0033228750443978195,-6.677721510273125e-18,0.0008833160663724247,132915.00177591277,1.0,1,0.0
28,6.0,2.0,0.0032169176510812303,-0.0002071323860887069,0.0008248006203684246,128676.70604324921,1.0,1,0.0
29,7.0,2.0,0.0029223436010817694,-0.00037632381525603875,0.0006698577077236689,116893.74404327078,1.0,1,0.0
30,8.0,2.0,0.0024883437480705487,-0.00047581718918979514,0.0004758171891897805,99533.74992282195,1.0,1,0.0
31,9.0,2.0,0.001991269679232813,-0.0005058548664811628,0.0003003162187535643,79650.78716931252,1.0,1,0.0
32,10.0,2.0,0.0014858818085903768,-0.0005037620562958076,0.0001809849441691584,59435.27234361507,0.5,1,0.0
33,0.0,3.0,0.0016086581991844309,0.0006379742083445622,0.00010895544453863411,64346.327967377234,0.5,1,0.0
34,1.0,3.0,0.002253928880197179,0.0006544343847615595,0.00021357380127943288,90157.15520788716,1.0,1,0.0
35,2.0,3.0,0.002922343601081812,0.0006698577077236623,0.00037632381525603637,116893.74404327248,1.0,1,0.0
36,3.0,3.0,0.003578952528531585,0.0005979781149402625,0.0005979781149402809,143158.1011412634,1.0,1,0.0
37,4.0,3.0,0.004076862979058162,0.00035660390136771277,0.0008572015672376067,163074.5191623265,1.0,1,0.0
38,5.0,3.0,0.004254357816575907,-5.5810872368625955e-18,0.000943315751317959,170174.31266303628,1.0,1,0.0
39,6.0,3.0,0.004076862979058149,-0.0003566039013677326,0.0008572015672376044,163074.51916232597,1.0,1,0.0
40,7.0,3.0,0.0035789525285315486,-0.0005979781149402886,0.0005979781149402702,143158.10114126196,1.0,1,0.0
41,8.0,3.0,0.0029223436010817525,-0.0006698577077236854,0.00037632381525601403,116893.7440432701,1.0,1,0.0
42,9.0,3.0,0.0022539288801970963,-0.0006544343847615792,0.00021357380127940158,90157.15520788386,1.0,1,0.0
43,10.0,3.0,0.00160865819918433,-0.0006379742083445799,0.0001089554445385965,64346.3279673732,0.5,1,0.0
44,0.0,4.0,0.0016703098040076905,0.0007379591169981412,4.913307970881177e-05,66812.39216030762,0.5,1,0.0
45,1.0,4.0,0.0024190810834901723,0.0007655037146143221,0.0001102823965303084,96763.2433396069,1.0,1,0.0
46,2.0,4.0,0.0032169176510812685,0.0008248006203684157,0.00020713238608869921,128676.70604325074,1.0,1,0.0
47,3.0,4.0,0.004076862979058178,0.0008572015672375946,0.0003566039013677209,163074.5191623271,1.0,1,0.0
48,4.0,4.0,0.00489070947182678,0.0006187528077776409,0.0006187528077776507,195628.3788730712,1.0,1,0.0
49,5.0,4.0,0.005229973305003475,-7.742052185381729e-18,0.0009413122641906349,209198.932200139,1.0,1,0.0
50,6.0,4.0,0.004890709471826761,-0.0006187528077776667,0.0006187528077776433,195628.37887307044,1.0,1,0.0
51,7.0,4.0,0.004076862979058127,-0.0008572015672376295,0.00035660390136770556,163074.51916232507,1.0,1,0.0
52,8.0,4.0,0.003216917651081184,-0.0008248006203684453,0.00020713238608867393,128676.70604324735,1.0,1,0.0
53,9.0,4.0,0.00241908108349006,-0.0007655037146143492,0.00011028239653027868,96763.2433396024,1.0,1,0.0
54,10.0,4.0,0.0016703098040075524,-0.0007379591169981664,4.913307970877657e-05,66812.3921603021,0.5,1,0.0
55,0.0,5.0,0.001688264544585938,0.0007742667837710808,4.5308896714661485e-18,67530.58178343752,0.5,1,0.0
56,1.0,5.0,0.002475034177445286,0.0008073657913911572,4.0208187376231475e-18,99001.36709781144,1.0,1,0.0
57,2.0,5.0,0.003322875044397848,0.0008833160663724121,4.1022471757769945e-19,132915.00177591393,1.0,1,0.0
58,3.0,5.0,0.004254357816575922,0.0009433157513179445,-5.854251914155415e-18,170174.31266303686,1.0,1,0.0
59,4.0,5.0,0.00522997330500348,0.0009413122641906306,-1.1370563598452628e-17,209198.93220013918,1.0,1,0.0
60,5.0,5.0,0.0060111743018338645,-1.740985696439951e-17,-1.917198262722759e-17,240446.97207335458,1.0,1,5000000.0
61,6.0,5.0,0.00522997330500345,-0.0009413122641906617,-2.272470602577244e-17,209198.93220013802,1.0,1,0.0
62,7.0,5.0,0.004254357816575855,-0.000943315751317984,-2.775655286249662e-17,170174.3126630342,1.0,1,0.0
63,8.0,5.0,0.0033228750443977393,-0.0008833160663724534,-2.6890230546540963e-17,132915.00177590956,1.0,1,0.0
