elem,xc_m,yc_m,mx_Nm_per_m,my_Nm_per_m,mxy_Nm_per_m,qsoil_mean_Pa,w_mean_m,Mx_bottom_Nm_per_m,Mx_top_Nm_per_m,My_bottom_Nm_per_m,My_top_Nm_per_m,Asx_bottom_req_cm2_m,Asx_top_req_cm2_m,Asy_bottom_req_cm2_m,Asy_top_req_cm2_m,As_min_total_cm2_m,As_min_face_cm2_m,Asx_bottom_adot_cm2_m,Asx_top_adot_cm2_m,Asy_bottom_adot_cm2_m,Asy_top_adot_cm2_m,Asx_req_cm2_m,Asy_req_cm2_m,As_min_cm2_m,Asx_adot_cm2_m,Asy_adot_cm2_m,detalhe_x_inf,detalhe_x_sup,detalhe_y_inf,detalhe_y_sup
44,4.5,4.5,-513862.12530873955,-513862.1253087451,63445.67334886708,245066.60588944991,0.0122533302944724,63445.67334886708,577307.7986576066,63445.67334886708,577307.7986576122,3.6849759773331887,33.53050345738624,3.6849759773331887,33.530503457386565,7.5,3.75,3.75,33.53050345738624,3.75,33.530503457386565,33.53050345738624,33.530503457386565,7.5,33.53050345738624,33.530503457386565,phi 12.5 c/ 20.0 cm,phi 20.0 c/ 7.5 cm,phi 12.5 c/ 20.0 cm,phi 20.0 c/ 7.5 cm
45,5.5,4.5,-513862.125308743,-513862.1253087477,-63445.67334887171,245066.6058894488,0.0122533302944724,63445.67334887171,577307.7986576147,63445.67334887171,577307.7986576194,3.6849759773334574,33.53050345738671,3.6849759773334574,33.530503457386985,7.5,3.75,3.75,33.53050345738671,3.75,33.530503457386985,33.53050345738671,33.530503457386985,7.5,33.53050345738671,33.530503457386985,phi 12.5 c/ 20.0 cm,phi 20.0 c/ 7.5 cm,phi 12.5 c/ 20.0 cm,phi 20.0 c/ 7.5 cm
46,6.5,4.5,-153452.934913221,-302433.32520674693,-66944.81512087409,221925.90307863776,0.0110962951539318,66944.81512087409,220397.75003409508,66944.81512087409,369378.140327621,3.8882089590406665,12.800879421172187,3.8882089590406665,21.453780877614353,7.5,3.75,3.8882089590406665,12.800879421172187,3.8882089590406665,21.453780877614353,12.800879421172187,21.453780877614353,7.5,12.800879421172187,21.453780877614353,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 7.5 cm,phi 12.5 c/ 20.0 cm,phi 16.0 c/ 7.5 cm
47,7.5,4.5,-35938.924700553456,-178361.63151674037,-30681.498655091546,191900.92961644768,0.0095950464808223,30681.498655091546,66620.423355645,30681.498655091546,209043.1301718319,1.7820062350179429,3.8693680231814014,1.7820062350179429,12.141393924121548,7.5,3.75,3.75,3.8693680231814014,3.75,12.141393924121548,3.8693680231814014,12.141393924121548,7.5,3.8693680231814014,12.141393924121548,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 10.0 cm
48,8.5,4.5,2160.1544968361304,-108252.07215214746,-21275.49520819814,161565.12998275418,0.0080782564991377,23435.64970503427,21275.49520819814,21275.49520819814,129527.5673603456,1.361161472767142,1.2356979540115078,1.2356979540115078,7.523065781030173,7.5,3.75,3.75,3.75,3.75,7.523065781030173,1.361161472767142,7.523065781030173,7.5,3.75,7.523065781030173,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 15.0 cm
49,9.5,4.5,1085.64284350014,-67238.88368163067,-15258.694920282896,132520.34553589538,0.0066260172767947,16344.337763783036,15258.694920282896,15258.694920282896,82497.57860191357,0.9492923448661864,0.886237331228552,0.886237331228552,4.791526029909121,7.5,3.75,3.75,3.75,3.75,4.791526029909121,0.9492923448661864,4.791526029909121,7.5,3.75,4.791526029909121,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 20.0 cm
50,0.5,5.5,1085.642843494481,-67238.88368163347,-15258.69492027722,132520.34553590798,0.0066260172767954,16344.3377637717,15258.69492027722,15258.69492027722,82497.57860191069,0.949292344865528,0.8862373312282222,0.8862373312282222,4.791526029908954,7.5,3.75,3.75,3.75,3.75,4.791526029908954,0.949292344865528,4.791526029908954,7.5,3.75,4.791526029908954,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 20.0 cm
51,1.5,5.5,2160.154496832489,-108252.07215214834,-21275.495208193308,161565.129982764,0.0080782564991382,23435.649705025797,21275.495208193308,21275.495208193308,129527.56736034164,1.3611614727666497,1.2356979540112274,1.2356979540112274,7.523065781029943,7.5,3.75,3.75,3.75,3.75,7.523065781029943,1.3611614727666497,7.523065781029943,7.5,3.75,7.523065781029943,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 15.0 cm
52,2.5,5.5,-35938.924700550386,-178361.63151673175,-30681.49865508906,191900.9296164545,0.0095950464808227,30681.49865508906,66620.42335563945,30681.49865508906,209043.1301718208,1.7820062350177988,3.8693680231810785,1.7820062350177988,12.141393924120903,7.5,3.75,3.75,3.8693680231810785,3.75,12.141393924120903,3.8693680231810785,12.141393924120903,7.5,3.8693680231810785,12.141393924120903,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 10.0 cm
53,3.5,5.5,-153452.93491321293,-302433.3252067337,-66944.81512087201,221925.90307864168,0.011096295153932,66944.81512087201,220397.75003408495,66944.81512087201,369378.1403276057,3.8882089590405458,12.800879421171599,3.8882089590405458,21.45378087761346,7.5,3.75,3.8882089590405458,12.800879421171599,3.8882089590405458,21.45378087761346,12.800879421171599,21.45378087761346,7.5,12.800879421171599,21.45378087761346,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 7.5 cm,phi 12.5 c/ 20.0 cm,phi 16.0 c/ 7.5 cm
54,4.5,5.5,-513862.12530873955,-513862.1253087416,-63445.67334887158,245066.60588945023,0.0122533302944725,63445.67334887158,577307.7986576111,63445.67334887158,577307.7986576131,3.68497597733345,33.5305034573865,3.68497597733345,33.530503457386615,7.5,3.75,3.75,33.5305034573865,3.75,33.530503457386615,33.5305034573865,33.530503457386615,7.5,33.5305034573865,33.530503457386615,phi 12.5 c/ 20.0 cm,phi 20.0 c/ 7.5 cm,phi 12.5 c/ 20.0 cm,phi 20.0 c/ 7.5 cm
55,5.5,5.5,-513862.1253087444,-513862.1253087458,63445.67334886436,245066.60588944893,0.0122533302944724,63445.67334886436,577307.7986576087,63445.67334886436,577307.7986576101,3.68497597733303,33.53050345738636,3.68497597733303,33.53050345738644,7.5,3.75,3.75,33.53050345738636,3.75,33.53050345738644,33.53050345738636,33.53050345738644,7.5,33.53050345738636,33.53050345738644,phi 12.5 c/ 20.0 cm,phi 20.0 c/ 7.5 cm,phi 12.5 c/ 20.0 cm,phi 20.0 c/ 7.5 cm
56,6.5,5.5,-153452.93491321846,-302433.32520674117,66944.81512086507,221925.90307863755,0.0110962951539318,66944.81512086507,220397.75003408352,66944.81512086507,369378.14032760623,3.8882089590401425,12.800879421171517,3.8882089590401425,21.453780877613493,7.5,3.75,3.8882089590401425,12.800879421171517,3.8882089590401425,21.453780877613493,12.800879421171517,21.453780877613493,7.5,12.800879421171517,21.453780877613493,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 7.5 cm,phi 12.5 c/ 20.0 cm,phi 16.0 c/ 7.5 cm
57,7.5,5.5,-35938.92470055293,-178361.6315167394,30681.49865508692,191900.9296164472,0.0095950464808223,30681.49865508692,66620.42335563985,30681.49865508692,209043.13017182634,1.7820062350176746,3.869368023181102,1.7820062350176746,12.141393924121225,7.5,3.75,3.75,3.869368023181102,3.75,12.141393924121225,3.869368023181102,12.141393924121225,7.5,3.869368023181102,12.141393924121225,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 10.0 cm
58,8.5,5.5,2160.154496835563,-108252.07215215122,21275.49520819209,161565.1299827536,0.0080782564991376,23435.649705027652,21275.49520819209,21275.49520819209,129527.56736034331,1.3611614727667576,1.2356979540111566,1.2356979540111566,7.52306578103004,7.5,3.75,3.75,3.75,3.75,7.52306578103004,1.3611614727667576,7.52306578103004,7.5,3.75,7.52306578103004,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 15.0 cm
59,9.5,5.5,1085.642843497364,-67238.8836816308,15258.694920275531,132520.34553589454,0.0066260172767947,16344.337763772895,15258.694920275531,15258.694920275531,82497.57860190634,0.9492923448655974,0.8862373312281242,0.8862373312281242,4.791526029908701,7.5,3.75,3.75,3.75,3.75,4.791526029908701,0.9492923448655974,4.791526029908701,7.5,3.75,4.791526029908701,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 20.0 cm
60,0.5,6.5,-2707.5326466276783,-64643.330710615934,-41279.671269585575,128642.35757335564,0.0064321178786677,41279.671269585575,43987.20391621326,41279.671269585575,105923.00198020152,2.3975566646476465,2.5548123486689516,2.3975566646476465,6.152093549355138,7.5,3.75,3.75,3.75,3.75,6.152093549355138,2.5548123486689516,6.152093549355138,7.5,3.75,6.152093549355138,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 17.5 cm
61,1.5,6.5,-9581.51326969793,-94591.62929359468,-56760.46149229387,155169.12239326112,0.007758456119663,56760.46149229387,66341.9747619918,56760.46149229387,151352.09078588855,3.296693470512017,3.853195503853059,3.296693470512017,8.790651737564232,7.5,3.75,3.75,3.853195503853059,3.75,8.790651737564232,3.853195503853059,8.790651737564232,7.5,3.853195503853059,8.790651737564232,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 12.5 cm
62,2.5,6.5,-58700.27809256453,-140025.5864074509,-81902.70963368044,182035.17240126824,0.0091017586200634,81902.70963368044,140602.98772624496,81902.70963368044,221928.29604113134,4.756975559531944,8.166335145716246,4.756975559531944,12.889774770065706,7.5,3.75,4.756975559531944,8.166335145716246,4.756975559531944,12.889774770065706,8.166335145716246,12.889774770065706,7.5,8.166335145716246,12.889774770065706,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 15.0 cm,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 7.5 cm
63,3.5,6.5,-184088.9133592573,-184088.91335925952,-105778.05078703136,206525.99350190215,0.0103262996750951,105778.05078703136,289866.9641462887,105778.05078703136,289866.9641462909,6.1436746669235385,16.835707513547067,6.1436746669235385,16.835707513547195,7.5,3.75,6.1436746669235385,16.835707513547067,6.1436746669235385,16.835707513547195,16.835707513547067,16.835707513547195,7.5,16.835707513547067,16.835707513547195,phi 12.5 c/ 17.5 cm,phi 16.0 c/ 10.0 cm,phi 12.5 c/ 17.5 cm,phi 16.0 c/ 10.0 cm
64,4.5,6.5,-302433.3252067374,-153452.93491321892,-66944.81512087415,221925.9030786405,0.011096295153932,66944.81512087415,369378.14032761153,66944.81512087415,220397.75003409307,3.8882089590406697,21.453780877613802,3.8882089590406697,12.80087942117207,7.5,3.75,3.8882089590406697,21.453780877613802,3.8882089590406697,12.80087942117207,21.453780877613802,12.80087942117207,7.5,21.453780877613802,12.80087942117207,phi 12.5 c/ 20.0 cm,phi 16.0 c/ 7.5 cm,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 7.5 cm
65,5.5,6.5,-302433.3252067379,-153452.93491321895,66944.81512086363,221925.9030786389,0.0110962951539319,66944.81512086363,369378.1403276015,66944.81512086363,220397.75003408256,3.888208959040059,21.453780877613216,3.888208959040059,12.80087942117146,7.5,3.75,3.888208959040059,21.453780877613216,3.888208959040059,12.80087942117146,21.453780877613216,12.80087942117146,7.5,21.453780877613216,12.80087942117146,phi 12.5 c/ 20.0 cm,phi 16.0 c/ 7.5 cm,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 7.5 cm
66,6.5,6.5,-184088.9133592596,-184088.91335925896,105778.05078702318,206525.99350189703,0.0103262996750948,105778.05078702318,289866.96414628276,105778.05078702318,289866.9641462822,6.143674666923063,16.835707513546723,6.143674666923063,16.83570751354669,7.5,3.75,6.143674666923063,16.835707513546723,6.143674666923063,16.83570751354669,16.835707513546723,16.83570751354669,7.5,16.835707513546723,16.83570751354669,phi 12.5 c/ 17.5 cm,phi 16.0 c/ 10.0 cm,phi 12.5 c/ 17.5 cm,phi 16.0 c/ 10.0 cm
67,7.5,6.5,-58700.278092559674,-140025.58640745198,81902.70963367628,182035.17240125965,0.0091017586200629,81902.70963367628,140602.98772623594,81902.70963367628,221928.29604112825,4.7569755595317025,8.166335145715722,4.7569755595317025,12.889774770065529,7.5,3.75,4.7569755595317025,8.166335145715722,4.7569755595317025,12.889774770065529,8.166335145715722,12.889774770065529,7.5,8.166335145715722,12.889774770065529,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 15.0 cm,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 7.5 cm
68,8.5,6.5,-9581.513269693232,-94591.62929360046,56760.46149229484,155169.12239324927,0.0077584561196624,56760.46149229484,66341.97476198807,56760.46149229484,151352.0907858953,3.2966934705120736,3.853195503852842,3.2966934705120736,8.790651737564625,7.5,3.75,3.75,3.853195503852842,3.75,8.790651737564625,3.853195503852842,8.790651737564625,7.5,3.853195503852842,8.790651737564625,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 12.5 cm
69,9.5,6.5,-2707.5326466269016,-64643.330710621085,41279.67126958729,128642.3575733408,0.006432117878667,41279.67126958729,43987.203916214195,41279.67126958729,105923.00198020838,2.3975566646477464,2.554812348669006,2.3975566646477464,6.152093549355536,7.5,3.75,3.75,3.75,3.75,6.152093549355536,2.554812348669006,6.152093549355536,7.5,3.75,6.152093549355536,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 17.5 cm
70,0.5,7.5,-7891.118364800128,-57346.42393164854,-55489.11887186496,121051.9463392951,0.0060525973169647,55489.11887186496,63380.23723666508,55489.11887186496,112835.5428035135,3.2228528637699343,3.68117539505883,3.2228528637699343,6.553579506264672,7.5,3.75,3.75,3.75,3.75,6.553579506264672,3.68117539505883,6.553579506264672,7.5,3.75,6.553579506264672,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 17.5 cm
71,1.5,7.5,-25682.75739415003,-68284.51646169012,-73723.36113626712,143306.74603653088,0.0071653373018265,73723.36113626712,99406.11853041715,73723.36113626712,142007.87759795724,4.281912389227635,5.7735876924232175,4.281912389227635,8.247932284729838,7.5,3.75,4.281912389227635,5.7735876924232175,4.281912389227635,8.247932284729838,5.7735876924232175,8.247932284729838,7.5,5.7735876924232175,8.247932284729838,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 12.5 cm
72,2.5,7.5,-75898.12716798704,-75898.12716798596,-88090.71774725463,164597.7193157674,0.0082298859657883,88090.71774725463,163988.84491524167,88090.71774725463,163988.8449152406,5.11638007117893,9.52460462891555,5.11638007117893,9.524604628915489,7.5,3.75,5.11638007117893,9.52460462891555,5.11638007117893,9.524604628915489,9.52460462891555,9.524604628915489,7.5,9.52460462891555,9.524604628915489,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 12.5 cm,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 12.5 cm
73,3.5,7.5,-140025.58640745303,-58700.27809256279,-81902.70963368345,182035.17240126705,0.0091017586200633,81902.70963368345,221928.2960411365,81902.70963368345,140602.98772624624,4.756975559532119,12.889774770066007,4.756975559532119,8.166335145716321,7.5,3.75,4.756975559532119,12.889774770066007,4.756975559532119,8.166335145716321,12.889774770066007,8.166335145716321,7.5,12.889774770066007,8.166335145716321,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 7.5 cm,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 15.0 cm
74,4.5,7.5,-178361.6315167357,-35938.924700549476,-30681.498655092582,191900.9296164519,0.0095950464808225,30681.498655092582,209043.1301718283,30681.498655092582,66620.42335564207,1.7820062350180035,12.14139392412134,1.7820062350180035,3.869368023181231,7.5,3.75,3.75,12.14139392412134,3.75,3.869368023181231,12.14139392412134,3.869368023181231,7.5,12.14139392412134,3.869368023181231,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 10.0 cm,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 20.0 cm
75,5.5,7.5,-178361.63151673294,-35938.92470054961,30681.498655082283,191900.92961644987,0.0095950464808224,30681.498655082283,209043.13017181522,30681.498655082283,66620.4233556319,1.7820062350174053,12.14139392412058,1.7820062350174053,3.8693680231806398,7.5,3.75,3.75,12.14139392412058,3.75,3.8693680231806398,12.14139392412058,3.8693680231806398,7.5,12.14139392412058,3.8693680231806398,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 10.0 cm,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 20.0 cm
76,6.5,7.5,-140025.58640745163,-58700.2780925638,81902.70963367658,182035.17240126085,0.009101758620063,81902.70963367658,221928.29604112823,81902.70963367658,140602.9877262404,4.75697555953172,12.889774770065527,4.75697555953172,8.166335145715982,7.5,3.75,4.75697555953172,12.889774770065527,4.75697555953172,8.166335145715982,12.889774770065527,8.166335145715982,7.5,12.889774770065527,8.166335145715982,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 7.5 cm,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 15.0 cm
77,7.5,7.5,-75898.12716797709,-75898.12716798151,88090.71774725003,164597.71931575725,0.0082298859657878,88090.71774725003,163988.84491522712,88090.71774725003,163988.84491523154,5.116380071178663,9.524604628914705,5.116380071178663,9.524604628914963,7.5,3.75,5.116380071178663,9.524604628914705,5.116380071178663,9.524604628914963,9.524604628914705,9.524604628914963,7.5,9.524604628914705,9.524604628914963,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 12.5 cm,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 12.5 cm
78,8.5,7.5,-25682.757394139586,-68284.51646168678,73723.36113626443,143306.74603651726,0.0071653373018258,73723.36113626443,99406.11853040401,73723.36113626443,142007.8775979512,4.281912389227479,5.7735876924224545,4.281912389227479,8.247932284729488,7.5,3.75,4.281912389227479,5.7735876924224545,4.281912389227479,8.247932284729488,5.7735876924224545,8.247932284729488,7.5,5.7735876924224545,8.247932284729488,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 12.5 cm
79,9.5,7.5,-7891.118364797465,-57346.42393165275,55489.11887186614,121051.94633927858,0.0060525973169639,55489.11887186614,63380.23723666361,55489.11887186614,112835.5428035189,3.222852863770003,3.681175395058745,3.222852863770003,6.553579506264986,7.5,3.75,3.75,3.75,3.75,6.553579506264986,3.681175395058745,6.553579506264986,7.5,3.75,6.553579506264986,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 17.5 cm
80,0.5,8.5,-12766.799973522167,-41930.56577649646,-55697.70921596633,110202.67093012946,0.0055101335465064,55697.70921596633,68464.5091894885,55697.70921596633,97628.2749924628,3.2349679595131957,3.9764740185814023,3.2349679595131957,5.670329103097586,7.5,3.75,3.75,3.9764740185814023,3.75,5.670329103097586,3.9764740185814023,5.670329103097586,7.5,3.9764740185814023,5.670329103097586,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 20.0 cm
81,1.5,8.5,-35973.23441240342,-35973.23441239969,-71428.11625024276,127655.31417264076,0.006382765708632,71428.11625024276,107401.35066264617,71428.11625024276,107401.35066264245,4.148602711503998,6.237957235456721,4.148602711503998,6.237957235456505,7.5,3.75,4.148602711503998,6.237957235456721,4.148602711503998,6.237957235456505,6.237957235456721,6.237957235456505,7.5,6.237957235456721,6.237957235456505,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 17.5 cm,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 17.5 cm
82,2.5,8.5,-68284.51646169268,-25682.75739414514,-73723.36113626718,143306.7460365298,0.0071653373018264,73723.36113626718,142007.87759795986,73723.36113626718,99406.11853041232,4.281912389227639,8.247932284729991,4.281912389227639,5.773587692422937,7.5,3.75,4.281912389227639,8.247932284729991,4.281912389227639,5.773587692422937,8.247932284729991,5.773587692422937,7.5,8.247932284729991,5.773587692422937,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 12.5 cm,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 20.0 cm
83,3.5,8.5,-94591.62929359986,-9581.513269695137,-56760.46149229637,155169.12239325876,0.0077584561196629,56760.46149229637,151352.09078589623,56760.46149229637,66341.9747619915,3.296693470512162,8.79065173756468,3.296693470512162,3.8531955038530414,7.5,3.75,3.75,8.79065173756468,3.75,3.8531955038530414,8.79065173756468,3.8531955038530414,7.5,8.79065173756468,3.8531955038530414,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 12.5 cm,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 20.0 cm
84,4.5,8.5,-108252.07215215232,2160.154496835308,-21275.495208197313,161565.12998276006,0.008078256499138,21275.495208197313,129527.56736034964,23435.64970503262,21275.495208197313,1.2356979540114599,7.523065781030407,1.361161472767046,1.2356979540114599,7.5,3.75,3.75,7.523065781030407,3.75,3.75,7.523065781030407,1.361161472767046,7.5,7.523065781030407,3.75,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 15.0 cm,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 20.0 cm
85,5.5,8.5,-108252.07215214612,2160.154496838426,21275.495208187614,161565.12998275756,0.0080782564991378,21275.495208187614,129527.56736033373,23435.64970502604,21275.495208187614,1.2356979540108965,7.523065781029484,1.3611614727666637,1.2356979540108965,7.5,3.75,3.75,7.523065781029484,3.75,3.75,7.523065781029484,1.3611614727666637,7.5,7.523065781029484,3.75,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 15.0 cm,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 20.0 cm
86,6.5,8.5,-94591.6292935931,-9581.513269689844,56760.46149228904,155169.12239325157,0.0077584561196625,56760.46149228904,151352.09078588214,56760.46149228904,66341.97476197888,3.2966934705117366,8.790651737563861,3.2966934705117366,3.8531955038523082,7.5,3.75,3.75,8.790651737563861,3.75,3.8531955038523082,8.790651737563861,3.8531955038523082,7.5,8.790651737563861,3.8531955038523082,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 12.5 cm,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 20.0 cm
87,7.5,8.5,-68284.51646168146,-25682.757394139968,73723.36113626321,143306.74603651825,0.0071653373018259,73723.36113626321,142007.87759794467,73723.36113626321,99406.11853040318,4.281912389227409,8.247932284729108,4.281912389227409,5.7735876924224065,7.5,3.75,4.281912389227409,8.247932284729108,4.281912389227409,5.7735876924224065,8.247932284729108,5.7735876924224065,7.5,8.247932284729108,5.7735876924224065,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 12.5 cm,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 20.0 cm
88,8.5,8.5,-35973.23441238984,-35973.23441239274,71428.11625023762,127655.31417262544,0.0063827657086312,71428.11625023762,107401.35066262746,71428.11625023762,107401.35066263037,4.1486027115037,6.237957235455634,4.1486027115037,6.237957235455803,7.5,3.75,4.1486027115037,6.237957235455634,4.1486027115037,6.237957235455803,6.237957235455634,6.237957235455803,7.5,6.237957235455634,6.237957235455803,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 17.5 cm,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 17.5 cm
89,9.5,8.5,-12766.799973518187,-41930.56577649346,55697.709215962255,110202.67093011102,0.0055101335465055,55697.709215962255,68464.50918948045,55697.709215962255,97628.27499245571,3.234967959512959,3.9764740185809346,3.234967959512959,5.670329103097174,7.5,3.75,3.75,3.9764740185809346,3.75,5.670329103097174,3.9764740185809346,5.670329103097174,7.5,3.9764740185809346,5.670329103097174,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 20.0 cm
90,0.5,9.5,-16763.282800855894,-16763.282800855683,-40426.163448486965,97013.71601219132,0.0048506858006095,40426.163448486965,57189.44624934286,40426.163448486965,57189.44624934265,2.3479842406949496,3.3216092518557714,2.3479842406949496,3.3216092518557594,7.5,3.75,3.75,3.75,3.75,3.75,3.3216092518557714,3.3216092518557594,7.5,3.75,3.75,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 20.0 cm
91,1.5,9.5,-41930.565776499134,-12766.799973521418,-55697.70921596463,110202.67093012865,0.0055101335465064,55697.70921596463,97628.27499246376,55697.70921596463,68464.50918948604,3.2349679595130967,5.670329103097642,3.2349679595130967,3.9764740185812593,7.5,3.75,3.75,5.670329103097642,3.75,3.9764740185812593,5.670329103097642,3.9764740185812593,7.5,5.670329103097642,3.9764740185812593,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 20.0 cm
92,2.5,9.5,-57346.42393165507,-7891.118364797168,-55489.118871865394,121051.94633929328,0.0060525973169646,55489.118871865394,112835.54280352045,55489.118871865394,63380.237236662564,3.2228528637699596,6.553579506265076,3.2228528637699596,3.6811753950586836,7.5,3.75,3.75,6.553579506265076,3.75,3.75,6.553579506265076,3.6811753950586836,7.5,6.553579506265076,3.75,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 17.5 cm,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 20.0 cm
93,3.5,9.5,-64643.3307106231,-2707.532646625028,-41279.6712695891,128642.35757335238,0.0064321178786676,41279.6712695891,105923.0019802122,41279.6712695891,43987.20391621412,2.397556664647851,6.152093549355759,2.397556664647851,2.5548123486690018,7.5,3.75,3.75,6.152093549355759,3.75,3.75,6.152093549355759,2.5548123486690018,7.5,6.152093549355759,3.75,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 17.5 cm,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 20.0 cm
94,4.5,9.5,-67238.88368163793,1085.6428434968784,-15258.694920280488,132520.34553590283,0.0066260172767951,15258.694920280488,82497.57860191842,16344.337763777366,15258.694920280488,0.8862373312284121,4.791526029909402,0.949292344865857,0.8862373312284121,7.5,3.75,3.75,4.791526029909402,3.75,3.75,4.791526029909402,0.949292344865857,7.5,4.791526029909402,3.75,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 20.0 cm
95,5.5,9.5,-67238.88368163312,1085.6428434981665,15258.694920273772,132520.3455359001,0.006626017276795,15258.694920273772,82497.57860190689,16344.337763771939,15258.694920273772,0.8862373312280221,4.791526029908733,0.9492923448655418,0.8862373312280221,7.5,3.75,3.75,4.791526029908733,3.75,3.75,4.791526029908733,0.9492923448655418,7.5,4.791526029908733,3.75,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 20.0 cm,phi 12.5 c/ 20.0 cm
