w_max_mm,qsoil_max_kPa,mx_abs_max_kNm_m,my_abs_max_kNm_m,distributed_load_kN,column_load_kN,reactions_total_kN,loads_total_kN,residual_kN,residual_ratio,pile_reactions_total_kN,active_springs,iterations,scenario,kv_factor
15.607851234794602,156.078512347946,398.73130480747494,398.73130480747005,6250.0,5000.0,11249.999980516948,11250.0,-1.94830521941185e-05,1.7318268616994222e-09,0.0,121,2,solo_mole,0.5
9.476340074280413,189.52680148560827,367.0443752205309,367.04437522053405,6250.0,5000.0,11249.99999047719,11250.0,-9.522810578346253e-06,8.464720514085557e-10,0.0,121,2,solo_medio,1.0
6.011174301833864,240.44697207335457,325.0135566600637,325.01355666006606,6250.0,5000.0,11249.999995366894,11250.0,-4.633106291294098e-06,4.118316703372531e-10,0.0,121,2,solo_rigido,2.0
