id,Ved_gross_kN,soil_reaction_kN,Ved_net_kN,Msd_x_kNm,Msd_y_kNm,local,u0_m,u1_m,beta,Wp_m2,tau_sd_MPa,tau_rd1_MPa,tau_rd2_MPa,VRd1_kN,VRd2_kN,Asw_req_cm2,detalhamento_puncao
P_CRITICO,5000.0,798.7914051088269,4201.208594891174,0.0,0.0,interior,1.6000000000000014,8.64,1.15,5.147440614063607,1.2708832818089353,0.5298008865781881,5.091428571428572,2014.0910504156402,3584.3657142857173,1714.8076959567718,2185 Studs d=10mm (2 perim.)
