elem,xc_m,yc_m,sigma_x_bottom_MPa,sigma_x_top_MPa,sigma_y_bottom_MPa,sigma_y_top_MPa,rho_x_bottom,rho_x_top,rho_y_bottom,rho_y_top,spacing_x_bottom_mm,spacing_x_top_mm,spacing_y_bottom_mm,spacing_y_top_mm,wk_est_x_bottom_mm,wk_est_x_top_mm,wk_est_y_bottom_mm,wk_est_y_top_mm,wk_est_x_mm,wk_est_y_mm,wk_limit_mm,wk_x_ok,wk_y_ok
73,3.5,7.5,310.55900621117894,310.55900621118025,310.55900621117894,310.5590062111788,0.0034906585039886596,0.0068745465440352045,0.0034906585039886596,0.004355378744382038,257.9758115110465,95.2060569094202,257.9758115110465,150.27360601924806,0.21141653008995762,0.21141653008995936,0.21141653008995762,0.21141653008995742,0.21141653008995936,0.21141653008995762,0.3,True,True
74,4.5,7.5,147.57815610915026,310.55900621117905,147.57815610915026,310.5590062111791,0.0034906585039886596,0.006475410092864716,0.0034906585039886596,0.0034906585039886587,327.24923474893683,101.0744431799105,327.24923474893683,317.15376334235935,0.047741366280536275,0.21141653008995778,0.047741366280536275,0.21141653008995778,0.21141653008995778,0.21141653008995778,0.3,True,True
75,5.5,7.5,147.57815610910163,310.55900621117985,147.57815610910163,310.55900621118013,0.0034906585039886596,0.006475410092864309,0.0034906585039886596,0.0034906585039886596,327.24923474893683,101.07444317991683,327.24923474893683,317.1537633424078,0.04774136628050481,0.21141653008995884,0.04774136628050481,0.21141653008995923,0.21141653008995884,0.21141653008995923,0.3,True,True
76,6.5,7.5,310.55900621117956,310.55900621118076,310.55900621117956,310.5590062111803,0.0034906585039886596,0.0068745465440349495,0.0034906585039886596,0.004355378744381857,257.9758115110682,95.20605690942374,257.9758115110682,150.2736060192543,0.21141653008995842,0.21141653008996006,0.21141653008995842,0.21141653008995945,0.21141653008996006,0.21141653008995945,0.3,True,True
77,7.5,7.5,310.5590062111789,310.55900621117934,310.5590062111789,310.5590062111798,0.0034906585039886596,0.005079789135421175,0.0034906585039886596,0.005079789135421315,239.8540791020253,128.84362953849418,239.8540791020253,128.84362953849066,0.2114165300899575,0.21141653008995812,0.2114165300899575,0.21141653008995875,0.21141653008995812,0.21141653008995875,0.3,True,True
78,8.5,7.5,310.5590062111802,310.5590062111799,310.5590062111802,310.55900621118025,0.0034906585039886596,0.0034906585039886596,0.0034906585039886596,0.004398897218522394,286.59732352205265,212.551483702089,286.59732352205265,148.78694295060663,0.2114165300899593,0.2114165300899589,0.2114165300899593,0.21141653008995936,0.2114165300899593,0.21141653008995936,0.3,True,True
79,9.5,7.5,266.9029286766052,304.85924596759804,266.9029286766052,310.5590062111802,0.0034906585039886596,0.0034906585039886596,0.0034906585039886596,0.003495242403341326,327.24923474893683,327.24923474893683,327.24923474893683,187.25409970770454,0.15615552777590946,0.2037273922878069,0.15615552777590946,0.2114165300899593,0.2037273922878069,0.2114165300899593,0.3,True,True
80,0.5,8.5,267.9062492350457,310.559006211184,267.9062492350457,310.5590062111802,0.0034906585039886596,0.0034906585039886596,0.0034906585039886596,0.00349065850398866,327.24923474893683,308.6112532293895,327.24923474893683,216.42211730499506,0.15733174963689497,0.2114165300899645,0.15733174963689497,0.2114165300899593,0.2114165300899645,0.2114165300899593,0.3,True,True
81,1.5,8.5,310.559006211182,310.5590062111803,310.559006211182,310.55900621118025,0.0034906585039886587,0.0034906585039886596,0.0034906585039886587,0.0034906585039886587,295.80673678526813,196.7286058540385,295.80673678526813,196.72860585404533,0.21141653008996172,0.21141653008995945,0.21141653008996172,0.21141653008995936,0.21141653008996172,0.21141653008996172,0.3,True,True
82,2.5,8.5,310.55900621117854,310.5590062111786,310.55900621117854,310.5590062111789,0.0034906585039886596,0.004398897218522662,0.0034906585039886596,0.0034906585039886596,286.5973235220419,148.78694295059756,286.5973235220419,212.55148370207127,0.21141653008995706,0.21141653008995714,0.21141653008995706,0.2114165300899575,0.21141653008995714,0.2114165300899575,0.3,True,True
83,3.5,8.5,273.01809279603907,310.5590062111813,273.01809279603907,310.55900621118184,0.0034906585039886596,0.0046883475933678295,0.0034906585039886596,0.0034906585039886596,327.24923474893683,139.60109750047798,327.24923474893683,318.4849118300324,0.1633930354620645,0.2114165300899608,0.1633930354620645,0.21141653008996153,0.2114165300899608,0.21141653008996153,0.3,True,True
84,4.5,8.5,102.3352342866642,310.5590062111805,112.72558780679542,102.3352342866642,0.0034906585039886596,0.004012301749882884,0.0034906585039886596,0.0034906585039886596,327.24923474893683,163.12294296334466,327.24923474893683,327.24923474893683,0.022956256061409788,0.21141653008995967,0.027854521430335916,0.022956256061409788,0.21141653008995967,0.027854521430335916,0.3,True,True
85,5.5,8.5,102.33523428661522,310.5590062111795,112.7255878067596,102.33523428661522,0.0034906585039886596,0.004012301749882391,0.0034906585039886596,0.0034906585039886596,327.24923474893683,163.12294296336466,327.24923474893683,327.24923474893683,0.02295625606138781,0.21141653008995837,0.027854521430318215,0.02295625606138781,0.21141653008995837,0.027854521430318215,0.3,True,True
86,6.5,8.5,273.0180927960029,310.559006211181,273.0180927960029,310.559006211183,0.0034906585039886596,0.004688347593367392,0.0034906585039886596,0.0034906585039886587,327.24923474893683,139.60109750049097,327.24923474893683,318.484911830093,0.16339303546202125,0.2114165300899604,0.16339303546202125,0.21141653008996308,0.2114165300899604,0.21141653008996308,0.3,True,True
87,7.5,8.5,310.5590062111813,310.5590062111806,310.5590062111813,310.5590062111827,0.0034906585039886596,0.0043988972185221905,0.0034906585039886596,0.0034906585039886596,286.5973235220573,148.78694295061348,286.5973235220573,212.55148370209076,0.2114165300899608,0.21141653008995984,0.2114165300899608,0.2114165300899627,0.2114165300899608,0.2114165300899627,0.3,True,True
88,8.5,8.5,310.5590062111813,310.55900621118053,310.5590062111813,310.5590062111822,0.0034906585039886596,0.0034906585039886596,0.0034906585039886596,0.0034906585039886587,295.80673678528944,196.72860585407278,295.80673678528944,196.72860585406744,0.2114165300899608,0.21141653008995978,0.2114165300899608,0.211416530089962,0.2114165300899608,0.211416530089962,0.3,True,True
89,9.5,8.5,267.90624923502736,310.55900621118,267.90624923502736,310.559006211181,0.0034906585039886596,0.0034906585039886587,0.0034906585039886596,0.0034906585039886596,327.24923474893683,308.61125322942576,327.24923474893683,216.42211730501074,0.15733174963687344,0.21141653008995906,0.15733174963687344,0.2114165300899604,0.21141653008995906,0.2114165300899604,0.3,True,True
90,0.5,9.5,194.45004063726103,275.0815115408507,194.45004063726103,275.081511540854,0.0034906585039886596,0.0034906585039886596,0.0034906585039886596,0.0034906585039886596,327.24923474893683,327.24923474893683,327.24923474893683,327.24923474893683,0.08288324776746622,0.16587215543404538,0.08288324776746622,0.1658721554340493,0.16587215543404538,0.1658721554340493,0.3,True,True
91,1.5,9.5,267.9062492350374,310.5590062111771,267.9062492350374,310.5590062111808,0.0034906585039886596,0.0034906585039886587,0.0034906585039886596,0.0034906585039886587,327.24923474893683,216.42211730499287,327.24923474893683,308.6112532294005,0.15733174963688523,0.2114165300899551,0.15733174963688523,0.21141653008996014,0.2114165300899551,0.21141653008996014,0.3,True,True
92,2.5,9.5,266.9029286766013,310.5590062111803,266.9029286766013,304.85924596759355,0.0034906585039886596,0.0034952424033413737,0.0034906585039886596,0.0034906585039886596,327.24923474893683,187.25409970770198,327.24923474893683,327.24923474893683,0.1561555277759049,0.21141653008995945,0.1561555277759049,0.20372739228780093,0.21141653008995945,0.20372739228780093,0.3,True,True
93,3.5,9.5,198.555417362141,310.5590062111814,198.555417362141,211.57866241565299,0.0034906585039886596,0.0034906585039886587,0.0034906585039886596,0.0034906585039886596,327.24923474893683,199.47431235616085,327.24923474893683,327.24923474893683,0.08641998082400063,0.21141653008996092,0.08641998082400063,0.09812833239705161,0.21141653008996092,0.09812833239705161,0.3,True,True
94,4.5,9.5,73.394395960945,310.5590062111803,78.6163432601105,73.394395960945,0.0034906585039886596,0.0034906585039886587,0.0034906585039886596,0.0034906585039886596,327.24923474893683,256.1156138249585,327.24923474893683,327.24923474893683,0.011808003824536268,0.21141653008995945,0.013548036642974794,0.011808003824536268,0.21141653008995945,0.013548036642974794,0.3,True,True
95,5.5,9.5,73.39439596091259,310.5590062111803,78.61634326008583,73.39439596091259,0.0034906585039886596,0.0034906585039886587,0.0034906585039886596,0.0034906585039886596,327.24923474893683,256.1156138249942,327.24923474893683,327.24923474893683,0.011808003824525841,0.21141653008995945,0.01354803664296629,0.011808003824525841,0.21141653008995945,0.01354803664296629,0.3,True,True
96,6.5,9.5,198.5554173621085,310.55900621117945,198.5554173621085,211.5786624156114,0.0034906585039886596,0.0034906585039886596,0.0034906585039886596,0.0034906585039886596,327.24923474893683,199.47431235619223,327.24923474893683,327.24923474893683,0.08641998082397237,0.21141653008995828,0.08641998082397237,0.09812833239701302,0.21141653008995828,0.09812833239701302,0.3,True,True
97,7.5,9.5,266.9029286765896,310.5590062111792,266.9029286765896,304.85924596756894,0.0034906585039886596,0.0034952424033409036,0.0034906585039886596,0.0034906585039886596,327.24923474893683,187.25409970772722,327.24923474893683,327.24923474893683,0.15615552777589123,0.21141653008995798,0.15615552777589123,0.203727392287768,0.21141653008995798,0.203727392287768,0.3,True,True
98,8.5,9.5,267.9062492350217,310.55900621118025,267.9062492350217,310.5590062111802,0.0034906585039886596,0.0034906585039886596,0.0034906585039886596,0.0034906585039886587,327.24923474893683,216.4221173050213,327.24923474893683,308.6112532294329,0.15733174963686675,0.21141653008995936,0.15733174963686675,0.2114165300899593,0.21141653008995936,0.2114165300899593,0.3,True,True
99,9.5,9.5,194.45004063722814,275.08151154079883,194.45004063722814,275.0815115408098,0.0034906585039886596,0.0034906585039886596,0.0034906585039886596,0.0034906585039886596,327.24923474893683,327.24923474893683,327.24923474893683,327.24923474893683,0.0828832477674382,0.16587215543398276,0.0828832477674382,0.165872155433996,0.16587215543398276,0.165872155433996,0.3,True,True
