elem,xc_m,yc_m,sigma_x_bottom_MPa,sigma_x_top_MPa,sigma_y_bottom_MPa,sigma_y_top_MPa,rho_x_bottom,rho_x_top,rho_y_bottom,rho_y_top,spacing_x_bottom_mm,spacing_x_top_mm,spacing_y_bottom_mm,spacing_y_top_mm,wk_est_x_bottom_mm,wk_est_x_top_mm,wk_est_y_bottom_mm,wk_est_y_top_mm,wk_est_x_mm,wk_est_y_mm,wk_limit_mm,wk_x_ok,wk_y_ok
63,3.5,6.5,310.5590062111805,310.55900621118104,310.5590062111805,310.55900621118053,0.0034906585039886587,0.008979044007225103,0.0034906585039886587,0.00897904400722517,199.74765866354522,72.8917765600907,199.74765866354522,72.89177656009015,0.21141653008995967,0.21141653008996045,0.21141653008995967,0.21141653008995978,0.21141653008996045,0.21141653008995978,0.3,True,True
64,4.5,6.5,310.55900621118104,310.55900621117956,310.55900621118104,310.55900621118025,0.0034906585039886587,0.011442016468060694,0.0034906585039886587,0.006827135691291771,315.6169442630197,57.201322103044006,315.6169442630197,95.86721270718367,0.21141653008996045,0.21141653008995842,0.21141653008996045,0.21141653008995936,0.21141653008996045,0.21141653008996045,0.3,True,True
65,5.5,6.5,310.5590062111781,310.5590062111796,310.5590062111781,310.5590062111798,0.0034906585039886587,0.011442016468060381,0.0034906585039886587,0.006827135691291445,315.6169442630693,57.201322103045555,315.6169442630693,95.86721270718824,0.21141653008995642,0.2114165300899585,0.21141653008995642,0.21141653008995875,0.2114165300899585,0.21141653008995875,0.3,True,True
66,6.5,6.5,310.55900621117974,310.5590062111806,310.55900621117974,310.5590062111803,0.0034906585039886587,0.008979044007224919,0.0034906585039886587,0.008979044007224901,199.74765866356068,72.8917765600922,199.74765866356068,72.89177656009234,0.2114165300899587,0.21141653008995984,0.2114165300899587,0.21141653008995945,0.21141653008995984,0.21141653008995945,0.3,True,True
67,7.5,6.5,310.5590062111787,310.5590062111789,310.5590062111787,310.55900621117974,0.0034906585039886587,0.004355378744381719,0.0034906585039886587,0.0068745465440349495,257.9758115110691,150.27360601925906,257.9758115110691,95.20605690942374,0.21141653008995726,0.2114165300899575,0.21141653008995726,0.2114165300899587,0.2114165300899575,0.2114165300899587,0.3,True,True
68,8.5,6.5,273.0180927960296,310.55900621118013,273.0180927960296,310.5590062111796,0.0034906585039886596,0.0034906585039886587,0.0034906585039886596,0.0046883475933678,327.24923474893683,318.4849118300488,327.24923474893683,139.60109750047886,0.16339303546205314,0.21141653008995923,0.16339303546205314,0.2114165300899585,0.21141653008995923,0.2114165300899585,0.3,True,True
69,9.5,6.5,198.5554173621304,211.57866241565114,198.5554173621304,310.55900621117905,0.0034906585039886596,0.0034906585039886596,0.0034906585039886596,0.0034906585039886596,327.24923474893683,327.24923474893683,327.24923474893683,199.4743123561681,0.08641998082399144,0.09812833239704989,0.08641998082399144,0.21141653008995778,0.09812833239704989,0.21141653008995778,0.3,True,True
70,0.5,7.5,266.9029286765987,304.85924596760395,266.9029286765987,310.5590062111814,0.0034906585039886596,0.0034906585039886596,0.0034906585039886596,0.0034952424033411586,327.24923474893683,327.24923474893683,327.24923474893683,187.25409970771355,0.1561555277759019,0.2037273922878148,0.1561555277759019,0.21141653008996092,0.2037273922878148,0.21141653008996092,0.3,True,True
71,1.5,7.5,310.5590062111805,310.55900621118127,310.5590062111805,310.5590062111819,0.0034906585039886587,0.0034906585039886596,0.0034906585039886587,0.004398897218522581,286.59732352204213,212.55148370206092,286.59732352204213,148.78694295060032,0.21141653008995967,0.21141653008996075,0.21141653008995967,0.2114165300899616,0.21141653008996075,0.2114165300899616,0.3,True,True
72,2.5,7.5,310.5590062111817,310.55900621118116,310.5590062111817,310.55900621118144,0.0034906585039886587,0.005079789135421627,0.0034906585039886587,0.005079789135421594,239.8540791020128,128.84362953848273,239.8540791020128,128.84362953848355,0.2114165300899614,0.21141653008996059,0.2114165300899614,0.211416530089961,0.2114165300899614,0.2114165300899614,0.3,True,True
